laporan,label
"Longsor lahar dingin melanda wilayah Banten tepatnya di Kecamatan Cisarua, Desa Gunungkidul seminggu yang lalu. Sebanyak 167 rumah mengalami kerusakan ringan hingga berat. Bantuan darurat berupa tenda dan makanan mulai didistribusikan ke warga terdampak.",Valid
"Longsor lahar dingin melanda wilayah Lampung tepatnya di Kecamatan Woha, Desa Sukamaju pada sore hari kemarin. Banyak pohon tumbang yang menutup akses jalan utama. Posko darurat telah didirikan untuk menampung warga yang kehilangan tempat tinggal.",Valid
Gempa bumi raksasa akibat ulah alien terjadi di Kutub Selatan seminggu yang lalu. menyebabkan hewan-hewan mulai menari di jalan. Banyak yang mengatakan bahwa ini hanyalah cerita bohong belaka.,Invalid
Tsunami pelangi yang mengubah warna laut terjadi di perairan Atlantis yang hilang dua hari yang lalu. mengakibatkan burung-burung menjadi raksasa. Tidak ada bukti yang jelas mengenai kejadian ini hingga saat ini.,Invalid
"Angin puting beliung melanda wilayah Jawa Timur tepatnya di Kecamatan Pesawaran, Desa Pasirjaya saat subuh tadi. Jembatan utama yang menghubungkan dua desa ambruk. Hingga saat ini belum ada laporan korban jiwa, namun pendataan masih dilakukan.",Valid
"Kebakaran hutan melanda wilayah Lampung tepatnya di Kecamatan Cangkringan, Desa Cikahuripan tiga hari yang lalu. Jembatan utama yang menghubungkan dua desa ambruk. Hingga saat ini belum ada laporan korban jiwa, namun pendataan masih dilakukan.",Valid
"Longsor lahar dingin melanda wilayah Jawa Timur tepatnya di Kecamatan Prambanan, Desa Sidomulyo seminggu yang lalu. Jembatan utama yang menghubungkan dua desa ambruk. Petugas masih melakukan pendataan kerugian dan korban di lokasi kejadian.",Valid
"Letusan gunung berapi melanda wilayah NTB tepatnya di Kecamatan Pesawaran, Desa Gunungkidul pada pagi hari ini. Sedikitnya 7 korban jiwa dilaporkan. Warga diimbau untuk tetap tenang dan mengikuti arahan dari petugas di lapangan.",Valid
"Banjir rob melanda wilayah Lombok tepatnya di Kecamatan Serang, Desa Pasirjaya seminggu yang lalu. Lebih dari 277 hektar lahan pertanian terendam banjir. Pemerintah daerah segera menyalurkan bantuan logistik berupa makanan dan selimut.",Valid
Gempa bumi raksasa akibat ulah alien terjadi di kota Bikini Bottom pada sore hari kemarin. menyebabkan warga panik dan ketakutan. Tidak ada bukti yang jelas mengenai kejadian ini hingga saat ini.,Invalid
Angin topan membawa naga raksasa terjadi di Galaksi Andromeda pada malam hari kemarin. menyebabkan semute berubah menjadi raksasa. Warga setempat mengaku hanya mendengar cerita ini dari grup WhatsApp.,Invalid
"Kekeringan melanda wilayah Sumatra Barat tepatnya di Kecamatan Serang, Desa Gunungkidul seminggu yang lalu. Jembatan utama yang menghubungkan dua desa ambruk. Posko darurat telah didirikan untuk menampung warga yang kehilangan tempat tinggal.",Valid
"Tsunami pelangi yang mengubah warna laut terjadi di Kota Emas El Dorado pada pukul 09.53 WIB. mengakibatkan gunung berubah menjadi cokelat leleh. Berita ini menjadi viral di media sosial, namun tidak ada konfirmasi resmi.",Invalid
"Letusan gunung berapi melanda wilayah Jawa Timur tepatnya di Kecamatan Sukajaya, Desa Mekarwangi pada malam hari kemarin. Sebanyak 10 desa terisolasi akibat akses jalan yang terputus. Warga diminta tetap waspada terhadap potensi bencana susulan di wilayah tersebut.",Valid
"Longsor lahar dingin melanda wilayah Garut tepatnya di Kecamatan Cangkringan, Desa Cikahuripan pada pagi hari ini. Pasokan listrik terhenti selama beberapa jam di wilayah terdampak. Petugas masih melakukan pendataan kerugian dan korban di lokasi kejadian.",Valid
"Tsunami api yang membakar laut terjadi di kota Bikini Bottom dua hari yang lalu. menyebabkan ikan-ikan mulai berbicara. Warga menjadi panik akibat berita ini, meskipun tidak ada bukti.",Invalid
"Banjir rob melanda wilayah Lombok tepatnya di Kecamatan Cisarua, Desa Sukamaju pada siang hari tadi. Jembatan utama yang menghubungkan dua desa ambruk. Warga diimbau untuk tetap tenang dan mengikuti arahan dari petugas di lapangan.",Valid
"Banjir rob melanda wilayah Sulawesi Utara tepatnya di Kecamatan Cisarua, Desa Jaya Baru pada siang hari tadi. Kerugian material diperkirakan mencapai Rp 64 miliar. Bantuan darurat berupa tenda dan makanan mulai didistribusikan ke warga terdampak.",Valid
"Longsor lahar dingin melanda wilayah Riau tepatnya di Kecamatan Banyuwangi, Desa Margodadi tiga hari yang lalu. Pasokan air bersih terganggu di beberapa wilayah. Proses evakuasi warga yang terdampak masih berlangsung hingga malam ini.",Valid
"Hujan berlian yang membuat warga takut terjadi di Langit Ketujuh tiga hari yang lalu. mengakibatkan pohon-pohon berubah menjadi emas. Namun, banyak yang tidak mempercayai kejadian ini.",Invalid
Hujan berlian yang membuat warga takut terjadi di Kerajaan Atlantis yang tenggelam saat subuh tadi. mengakibatkan dinosaurus hidup kembali di tengah kota. Tidak ada bukti yang jelas mengenai kejadian ini hingga saat ini.,Invalid
"Longsor lahar dingin melanda wilayah Riau tepatnya di Kecamatan Pesawaran, Desa Gunungkidul dua hari yang lalu. Pasokan listrik terhenti selama beberapa jam di wilayah terdampak. Bantuan darurat berupa tenda dan makanan mulai didistribusikan ke warga terdampak.",Valid
"Angin puting beliung melanda wilayah Bengkulu tepatnya di Kecamatan Cisarua, Desa Sidomulyo saat subuh tadi. Jembatan utama yang menghubungkan dua desa ambruk. Hingga saat ini belum ada laporan korban jiwa, namun pendataan masih dilakukan.",Valid
"Longsor lahar dingin melanda wilayah Banten tepatnya di Kecamatan Banyuwangi, Desa Margodadi pada siang hari tadi. Sebanyak 5 ternak dilaporkan mati akibat bencana. Hingga saat ini belum ada laporan korban jiwa, namun pendataan masih dilakukan.",Valid
"Hujan emas yang membuat warga kaya mendadak terjadi di Langit Ketujuh pada pagi hari ini. mengakibatkan semua orang di wilayah itu bisa terbang. Menurut warga, ini adalah ulah alien yang ingin menguasai bumi.",Invalid
"Tanah longsor melanda wilayah NTB tepatnya di Kecamatan Prambanan, Desa Gunungkidul pada pukul 08.33 WIB. Sebanyak 125 warga terpaksa mengungsi ke tempat yang lebih aman. Warga diminta tetap waspada terhadap potensi bencana susulan di wilayah tersebut.",Valid
"Kebakaran hutan melanda wilayah Kalimantan Selatan tepatnya di Kecamatan Cangkringan, Desa Cikahuripan saat subuh tadi. Sebanyak 9 sekolah mengalami kerusakan. Petugas masih melakukan pendataan kerugian dan korban di lokasi kejadian.",Valid
Hujan berlian yang membuat warga takut terjadi di perairan Atlantis yang hilang pada siang hari tadi. menyebabkan langit berubah warna menjadi ungu. Kejadian ini ternyata hanya prank dari sekelompok orang.,Invalid
"Banjir darah dari langit terjadi di Dunia Paralel pada malam hari tadi. mengakibatkan tanah berubah menjadi permen karet. Menurut warga, ini adalah ulah alien yang ingin menguasai bumi.",Invalid
Angin topan membawa naga raksasa terjadi di Kota Emas El Dorado pada pagi hari ini. mengakibatkan pohon-pohon berubah menjadi emas. Kejadian ini ternyata hanya prank dari sekelompok orang.,Invalid
"Banjir bandang melanda wilayah Garut tepatnya di Kecamatan Kalianda, Desa Margodadi pada malam hari kemarin. Sebanyak 5 ternak dilaporkan mati akibat bencana. Bantuan darurat berupa tenda dan makanan mulai didistribusikan ke warga terdampak.",Valid
Hujan berlian yang membuat warga takut terjadi di dasar Laut Pasifik pada pagi hari ini. menyebabkan alien muncul dari dalam air. Warga setempat mengaku hanya mendengar cerita ini dari grup WhatsApp.,Invalid
"Banjir cokelat dari sungai terjadi di Kutub Selatan pada malam hari tadi. menyebabkan warga panik dan ketakutan. Warga menjadi panik akibat berita ini, meskipun tidak ada bukti.",Invalid
Kebakaran hutan akibat napas naga terjadi di kota Bikini Bottom seminggu yang lalu. mengakibatkan semua warga menjadi takut dan bersembunyi. Berita ini ternyata hanya hoax yang menyebar di media sosial.,Invalid
"Tanah longsor melanda wilayah NTT tepatnya di Kecamatan Karangasem, Desa Jaya Baru pada malam hari kemarin. Pasokan air bersih terganggu di beberapa wilayah. Pemerintah daerah segera menyalurkan bantuan logistik berupa makanan dan selimut.",Valid
Hujan berlian yang membuat warga takut terjadi di Kota Gaib Saranjana dua hari yang lalu. mengakibatkan pohon-pohon berubah menjadi emas. Kejadian ini ternyata hanya prank dari sekelompok orang.,Invalid
"Kebakaran hutan melanda wilayah NTB tepatnya di Kecamatan Pesawaran, Desa Jaya Baru pada pukul 08.33 WIB. Sebanyak 5 ternak dilaporkan mati akibat bencana. Warga diminta tetap waspada terhadap potensi bencana susulan di wilayah tersebut.",Valid
"Tsunami melanda wilayah Maluku tepatnya di Kecamatan Serang, Desa Mekarwangi dua hari yang lalu. Pasokan air bersih terganggu di beberapa wilayah. Tim SAR dikerahkan ke lokasi untuk membantu proses evakuasi warga.",Valid
"Banjir cokelat dari sungai terjadi di dasar Laut Pasifik pada pagi hari ini. menyebabkan langit berubah warna menjadi ungu. Berita ini menjadi viral di media sosial, namun tidak ada konfirmasi resmi.",Invalid
Hujan meteor yang menghasilkan emas terjadi di pusat inti Bumi saat subuh tadi. mengakibatkan semua ikan di laut mati mendadak. Tidak ada bukti yang jelas mengenai kejadian ini hingga saat ini.,Invalid
"Banjir rob melanda wilayah Sumatra Barat tepatnya di Kecamatan Pesawaran, Desa Jaya Baru pada malam hari tadi. Sebanyak 167 rumah mengalami kerusakan ringan hingga berat. Pihak BPBD setempat langsung menangani kejadian ini dengan mendirikan posko darurat.",Valid
"Longsor lahar dingin melanda wilayah Papua tepatnya di Kecamatan Banyuwangi, Desa Mekarwangi saat subuh tadi. Sedikitnya 7 korban jiwa dilaporkan. Pemerintah daerah segera menyalurkan bantuan logistik berupa makanan dan selimut.",Valid
Angin topan membawa naga raksasa terjadi di dasar Laut Pasifik dua hari yang lalu. menyebabkan langit berubah warna menjadi ungu. Berita ini ternyata hanya hoax yang menyebar di media sosial.,Invalid
"Tsunami melanda wilayah Lombok tepatnya di Kecamatan Woha, Desa Sidomulyo pada malam hari tadi. Jembatan utama yang menghubungkan dua desa ambruk. Posko darurat telah didirikan untuk menampung warga yang kehilangan tempat tinggal.",Valid
"Banjir rob melanda wilayah NTB tepatnya di Kecamatan Cisarua, Desa Cikahuripan dua hari yang lalu. Tercatat 25 warga mengalami luka-luka. Warga diminta tetap waspada terhadap potensi bencana susulan di wilayah tersebut.",Valid
"Gempa bumi dengan kekuatan 4.3 SR melanda wilayah Jakarta tepatnya di Kecamatan Soreang, Desa Cikahuripan tiga hari yang lalu. Sebanyak 5 ternak dilaporkan mati akibat bencana. Pihak BPBD setempat langsung menangani kejadian ini dengan mendirikan posko darurat.",Valid
"Hujan berlian yang membuat warga takut terjadi di kota Bikini Bottom pada pukul 09.53 WIB. mengakibatkan semua ikan di laut mati mendadak. Berita ini menjadi viral di media sosial, namun tidak ada konfirmasi resmi.",Invalid
Gempa bumi akibat ledakan di bulan terjadi di Benua Mu yang hilang seminggu yang lalu. mengakibatkan burung-burung menjadi raksasa. Warga setempat mengaku hanya mendengar cerita ini dari grup WhatsApp.,Invalid
"Tsunami pelangi yang mengubah warna laut terjadi di Benua Mu yang hilang pada malam hari kemarin. mengakibatkan tanah berubah menjadi permen karet. Menurut warga, ini adalah ulah alien yang ingin menguasai bumi.",Invalid
"Letusan gunung berapi menghasilkan permen terjadi di dasar Laut Pasifik pada pukul 09.53 WIB. menyebabkan langit berubah warna menjadi ungu. Namun, banyak yang tidak mempercayai kejadian ini.",Invalid
"Letusan gunung berapi melanda wilayah Jakarta tepatnya di Kecamatan Soreang, Desa Margodadi pada pukul 08.33 WIB. Tercatat 25 warga mengalami luka-luka. Warga diminta tetap waspada terhadap potensi bencana susulan di wilayah tersebut.",Valid
"Angin puting beliung melanda wilayah Papua tepatnya di Kecamatan Ubud, Desa Pasirjaya seminggu yang lalu. Pasokan air bersih terganggu di beberapa wilayah. Warga diminta tetap waspada terhadap potensi bencana susulan di wilayah tersebut.",Valid
"Longsor lahar dingin melanda wilayah NTT tepatnya di Kecamatan Pesawaran, Desa Cikahuripan saat subuh tadi. Jembatan utama yang menghubungkan dua desa ambruk. Pemerintah daerah segera menyalurkan bantuan logistik berupa makanan dan selimut.",Valid
"Kekeringan melanda wilayah NTB tepatnya di Kecamatan Prambanan, Desa Cikahuripan pada pagi hari ini. Tercatat 25 warga mengalami luka-luka. Tim SAR dikerahkan ke lokasi untuk membantu proses evakuasi warga.",Valid
Angin topan ungu yang membuat orang terbang terjadi di perairan Atlantis yang hilang pada siang hari tadi. mengakibatkan pohon-pohon berubah menjadi emas. Beberapa orang menyebut ini sebagai bagian dari konspirasi besar.,Invalid
"Banjir rob melanda wilayah Bali tepatnya di Kecamatan Kalianda, Desa Mekarwangi seminggu yang lalu. Pasokan listrik terhenti selama beberapa jam di wilayah terdampak. Posko darurat telah didirikan untuk menampung warga yang kehilangan tempat tinggal.",Valid
"Tanah longsor melanda wilayah Yogyakarta tepatnya di Kecamatan Serang, Desa Cikahuripan pada malam hari kemarin. Sebanyak 9 sekolah mengalami kerusakan. Warga diimbau untuk tetap tenang dan mengikuti arahan dari petugas di lapangan.",Valid
Letusan gunung berapi menghasilkan permen terjadi di Dunia Paralel pada sore hari kemarin. mengakibatkan tanah berubah menjadi permen karet. Tidak ada bukti yang jelas mengenai kejadian ini hingga saat ini.,Invalid
"Kekeringan melanda wilayah Bali tepatnya di Kecamatan Serang, Desa Mekarwangi saat subuh tadi. Akses jalan utama terputus akibat material longsor. Pihak BPBD setempat langsung menangani kejadian ini dengan mendirikan posko darurat.",Valid
"Gempa bumi dengan kekuatan 6.6 SR melanda wilayah Lombok tepatnya di Kecamatan Woha, Desa Jaya Baru saat subuh tadi. Sebanyak 5 ternak dilaporkan mati akibat bencana. Warga diminta tetap waspada terhadap potensi bencana susulan di wilayah tersebut.",Valid
"Angin puting beliung melanda wilayah Banten tepatnya di Kecamatan Serang, Desa Gunungkidul seminggu yang lalu. Sebanyak 9 sekolah mengalami kerusakan. Proses evakuasi warga yang terdampak masih berlangsung hingga malam ini.",Valid
"Tanah longsor melanda wilayah Jawa Timur tepatnya di Kecamatan Pesawaran, Desa Sidomulyo tiga hari yang lalu. Kerugian material diperkirakan mencapai Rp 64 miliar. Warga diimbau untuk tetap tenang dan mengikuti arahan dari petugas di lapangan.",Valid
Gempa bumi akibat ledakan di bulan terjadi di Kerajaan Atlantis yang tenggelam pada pagi hari ini. mengakibatkan pohon-pohon berubah menjadi emas. Tidak ada bukti yang jelas mengenai kejadian ini hingga saat ini.,Invalid
"Banjir rob melanda wilayah Bali tepatnya di Kecamatan Banyuwangi, Desa Pasirjaya pada pukul 08.33 WIB. Sedikitnya 7 korban jiwa dilaporkan. Proses evakuasi warga yang terdampak masih berlangsung hingga malam ini.",Valid
Angin topan membawa naga raksasa terjadi di Kutub Selatan pada malam hari kemarin. mengakibatkan semua warga menjadi takut dan bersembunyi. Banyak yang mengatakan bahwa ini hanyalah cerita bohong belaka.,Invalid
"Angin topan ungu yang membuat orang terbang terjadi di permukaan Planet Mars pada malam hari kemarin. mengakibatkan tanah berubah menjadi permen karet. Namun, banyak yang tidak mempercayai kejadian ini.",Invalid
"Gempa bumi dengan kekuatan 7.3 SR melanda wilayah Maluku tepatnya di Kecamatan Prambanan, Desa Gunungkidul tiga hari yang lalu. Sedikitnya 7 korban jiwa dilaporkan. Warga diimbau untuk tetap tenang dan mengikuti arahan dari petugas di lapangan.",Valid
Gempa bumi akibat ledakan di bulan terjadi di Dunia Paralel pada malam hari tadi. mengakibatkan pohon-pohon berubah menjadi emas. Tidak ada bukti yang jelas mengenai kejadian ini hingga saat ini.,Invalid
"Tanah longsor melanda wilayah Maluku tepatnya di Kecamatan Serang, Desa Cikahuripan seminggu yang lalu. Banyak pohon tumbang yang menutup akses jalan utama. Hingga saat ini belum ada laporan korban jiwa, namun pendataan masih dilakukan.",Valid
"Tsunami pelangi yang mengubah warna laut terjadi di perairan Atlantis yang hilang pada sore hari kemarin. mengakibatkan semua orang di wilayah itu bisa terbang. Menurut warga, ini adalah ulah alien yang ingin menguasai bumi.",Invalid
Tsunami api yang membakar laut terjadi di Kutub Selatan tiga hari yang lalu. menyebabkan langit berubah warna menjadi ungu. Berita ini ternyata hanya hoax yang menyebar di media sosial.,Invalid
"Angin puting beliung melanda wilayah Banten tepatnya di Kecamatan Cisarua, Desa Sukamaju pada pukul 08.33 WIB. Pasokan listrik terhenti selama beberapa jam di wilayah terdampak. Warga diminta tetap waspada terhadap potensi bencana susulan di wilayah tersebut.",Valid
Tsunami pelangi yang mengubah warna laut terjadi di dasar Laut Pasifik dua hari yang lalu. menyebabkan air laut berubah menjadi sirup manis. Beberapa orang menyebut ini sebagai bagian dari konspirasi besar.,Invalid
Hujan berlian yang membuat warga takut terjadi di dasar Laut Pasifik pada sore hari kemarin. mengakibatkan burung-burung menjadi raksasa. Kejadian ini ternyata hanya prank dari sekelompok orang.,Invalid
Tsunami api yang membakar laut terjadi di Lautan Awan dua hari yang lalu. menyebabkan air laut berubah menjadi sirup manis. Kejadian ini ternyata hanya prank dari sekelompok orang.,Invalid
"Banjir cokelat dari sungai terjadi di Kota Emas El Dorado pada pagi hari ini. mengakibatkan semua warga menjadi takut dan bersembunyi. Warga menjadi panik akibat berita ini, meskipun tidak ada bukti.",Invalid
"Longsor lahar dingin melanda wilayah Sulawesi Utara tepatnya di Kecamatan Woha, Desa Jaya Baru pada sore hari kemarin. Jembatan utama yang menghubungkan dua desa ambruk. Tim SAR dikerahkan ke lokasi untuk membantu proses evakuasi warga.",Valid
Kekeringan akibat kutukan dukun terjadi di Kota Emas El Dorado pada malam hari tadi. mengakibatkan semua warga menjadi takut dan bersembunyi. Berita ini ternyata hanya hoax yang menyebar di media sosial.,Invalid
Banjir cokelat dari sungai terjadi di Dimensi Kelima pada sore hari kemarin. menyebabkan alien muncul dari dalam air. Tidak ada bukti yang jelas mengenai kejadian ini hingga saat ini.,Invalid
"Banjir bandang melanda wilayah Bandung tepatnya di Kecamatan Cangkringan, Desa Cikahuripan saat subuh tadi. Tercatat 25 warga mengalami luka-luka. Posko darurat telah didirikan untuk menampung warga yang kehilangan tempat tinggal.",Valid
Gempa bumi akibat ledakan di bulan terjadi di perairan Atlantis yang hilang pada malam hari kemarin. mengakibatkan semua orang di wilayah itu bisa terbang. Berita ini ternyata hanya hoax yang menyebar di media sosial.,Invalid
Kebakaran hutan akibat napas naga terjadi di Dimensi Kelima dua hari yang lalu. menyebabkan alien muncul dari dalam air. Beberapa orang menyebut ini sebagai bagian dari konspirasi besar.,Invalid
Tsunami api yang membakar laut terjadi di Dimensi Kelima saat subuh tadi. mengakibatkan gunung berubah menjadi cokelat leleh. Banyak yang mengatakan bahwa ini hanyalah cerita bohong belaka.,Invalid
Hujan meteor yang menghasilkan emas terjadi di Kota Emas El Dorado pada siang hari tadi. mengakibatkan semua ikan di laut mati mendadak. Banyak yang mengatakan bahwa ini hanyalah cerita bohong belaka.,Invalid
"Lava meletus dari gunung es di tengah kota terjadi di Dunia Paralel pada malam hari tadi. menyebabkan langit berubah warna menjadi ungu. Namun, banyak yang tidak mempercayai kejadian ini.",Invalid
Tsunami api yang membakar laut terjadi di dasar Laut Pasifik pada pagi hari ini. mengakibatkan gunung berubah menjadi cokelat leleh. Kejadian ini ternyata hanya prank dari sekelompok orang.,Invalid
"Letusan gunung berapi melanda wilayah Bali tepatnya di Kecamatan Ubud, Desa Pasirjaya tiga hari yang lalu. Sebanyak 9 sekolah mengalami kerusakan. Petugas masih melakukan pendataan kerugian dan korban di lokasi kejadian.",Valid
"Banjir cokelat dari sungai terjadi di Kerajaan Atlantis yang tenggelam pada pagi hari ini. menyebabkan hewan-hewan mulai menari di jalan. Namun, banyak yang tidak mempercayai kejadian ini.",Invalid
"Banjir rob melanda wilayah Papua tepatnya di Kecamatan Tanjung, Desa Gunungkidul pada sore hari kemarin. Sebanyak 9 sekolah mengalami kerusakan. Petugas masih melakukan pendataan kerugian dan korban di lokasi kejadian.",Valid
Banjir cokelat dari sungai terjadi di Kutub Selatan pada pagi hari ini. mengakibatkan gunung berubah menjadi cokelat leleh. Berita ini ternyata hanya hoax yang menyebar di media sosial.,Invalid
"Gempa bumi dengan kekuatan 4.0 SR melanda wilayah Jawa Timur tepatnya di Kecamatan Cangkringan, Desa Mekarwangi pada pukul 08.33 WIB. Banyak pohon tumbang yang menutup akses jalan utama. Proses evakuasi warga yang terdampak masih berlangsung hingga malam ini.",Valid
"Tanah longsor melanda wilayah Garut tepatnya di Kecamatan Serang, Desa Pasirjaya saat subuh tadi. Sebanyak 125 warga terpaksa mengungsi ke tempat yang lebih aman. Hingga saat ini belum ada laporan korban jiwa, namun pendataan masih dilakukan.",Valid
"Angin topan membawa naga raksasa terjadi di kota Bikini Bottom seminggu yang lalu. menyebabkan langit berubah warna menjadi ungu. Namun, banyak yang tidak mempercayai kejadian ini.",Invalid
"Gempa bumi dengan kekuatan 6.4 SR melanda wilayah Banten tepatnya di Kecamatan Ubud, Desa Jaya Baru pada pukul 08.33 WIB. Jembatan utama yang menghubungkan dua desa ambruk. Petugas masih melakukan pendataan kerugian dan korban di lokasi kejadian.",Valid
"Banjir rob melanda wilayah Banten tepatnya di Kecamatan Ubud, Desa Gunungkidul pada sore hari kemarin. Jembatan utama yang menghubungkan dua desa ambruk. Hingga saat ini belum ada laporan korban jiwa, namun pendataan masih dilakukan.",Valid
Gempa bumi raksasa akibat ulah alien terjadi di Kutub Selatan pada pagi hari ini. mengakibatkan dinosaurus hidup kembali di tengah kota. Kejadian ini ternyata hanya prank dari sekelompok orang.,Invalid
"Hujan meteor yang menghasilkan emas terjadi di Lautan Awan saat subuh tadi. menyebabkan ikan-ikan mulai berbicara. Berita ini menjadi viral di media sosial, namun tidak ada konfirmasi resmi.",Invalid
Angin topan membawa naga raksasa terjadi di Dunia Paralel tiga hari yang lalu. mengakibatkan gunung berubah menjadi cokelat leleh. Beberapa orang menyebut ini sebagai bagian dari konspirasi besar.,Invalid
Kekeringan akibat kutukan dukun terjadi di Kutub Selatan pada pukul 09.53 WIB. menyebabkan langit berubah warna menjadi ungu. Banyak yang mengatakan bahwa ini hanyalah cerita bohong belaka.,Invalid
Gempa bumi raksasa akibat ulah alien terjadi di Langit Ketujuh pada malam hari tadi. mengakibatkan semua ikan di laut mati mendadak. Beberapa orang menyebut ini sebagai bagian dari konspirasi besar.,Invalid
"Longsor lahar dingin melanda wilayah Yogyakarta tepatnya di Kecamatan Banyuwangi, Desa Jaya Baru pada malam hari kemarin. Lebih dari 277 hektar lahan pertanian terendam banjir. Bantuan darurat berupa tenda dan makanan mulai didistribusikan ke warga terdampak.",Valid
"Longsor lahar dingin melanda wilayah Bali tepatnya di Kecamatan Serang, Desa Sidomulyo pada malam hari kemarin. Pasokan air bersih terganggu di beberapa wilayah. Posko darurat telah didirikan untuk menampung warga yang kehilangan tempat tinggal.",Valid
"Tsunami melanda wilayah Jakarta tepatnya di Kecamatan Kalianda, Desa Tegalrejo pada sore hari kemarin. Kerugian material diperkirakan mencapai Rp 64 miliar. Pihak BPBD setempat langsung menangani kejadian ini dengan mendirikan posko darurat.",Valid
Hujan berlian yang membuat warga takut terjadi di Dimensi Kelima pada malam hari kemarin. menyebabkan air laut berubah menjadi sirup manis. Kejadian ini ternyata hanya prank dari sekelompok orang.,Invalid
"Tsunami melanda wilayah Yogyakarta tepatnya di Kecamatan Soreang, Desa Cikahuripan seminggu yang lalu. Akses jalan utama terputus akibat material longsor. Tim SAR dikerahkan ke lokasi untuk membantu proses evakuasi warga.",Valid
Gempa bumi raksasa akibat ulah alien terjadi di Dimensi Kelima pada malam hari kemarin. menyebabkan semute berubah menjadi raksasa. Berita ini ternyata hanya hoax yang menyebar di media sosial.,Invalid
"Hujan berlian yang membuat warga takut terjadi di Kota Emas El Dorado seminggu yang lalu. menyebabkan semute berubah menjadi raksasa. Menurut warga, ini adalah ulah alien yang ingin menguasai bumi.",Invalid
"Banjir darah dari langit terjadi di permukaan Planet Mars pada malam hari kemarin. mengakibatkan pohon-pohon berubah menjadi emas. Berita ini menjadi viral di media sosial, namun tidak ada konfirmasi resmi.",Invalid
Kekeringan akibat kutukan dukun terjadi di Kutub Selatan pada sore hari kemarin. menyebabkan air laut berubah menjadi sirup manis. Tidak ada bukti yang jelas mengenai kejadian ini hingga saat ini.,Invalid
"Hujan emas yang membuat warga kaya mendadak terjadi di Lautan Awan pada sore hari kemarin. menyebabkan air laut berubah menjadi sirup manis. Namun, banyak yang tidak mempercayai kejadian ini.",Invalid
Hujan meteor yang menghasilkan emas terjadi di Kerajaan Atlantis yang tenggelam seminggu yang lalu. mengakibatkan burung-burung menjadi raksasa. Berita ini ternyata hanya hoax yang menyebar di media sosial.,Invalid
Hujan meteor yang menghasilkan emas terjadi di Kota Gaib Saranjana pada pukul 09.53 WIB. mengakibatkan semua orang di wilayah itu bisa terbang. Beberapa orang menyebut ini sebagai bagian dari konspirasi besar.,Invalid
"Tsunami melanda wilayah Jawa Timur tepatnya di Kecamatan Cangkringan, Desa Pasirjaya seminggu yang lalu. Sebanyak 125 warga terpaksa mengungsi ke tempat yang lebih aman. Bantuan darurat berupa tenda dan makanan mulai didistribusikan ke warga terdampak.",Valid
"Tsunami melanda wilayah Lampung tepatnya di Kecamatan Tanjung, Desa Margodadi pada pukul 08.33 WIB. Pasokan air bersih terganggu di beberapa wilayah. Warga diminta tetap waspada terhadap potensi bencana susulan di wilayah tersebut.",Valid
Angin topan ungu yang membuat orang terbang terjadi di Kota Gaib Saranjana pada sore hari kemarin. mengakibatkan semua ikan di laut mati mendadak. Warga setempat mengaku hanya mendengar cerita ini dari grup WhatsApp.,Invalid
"Hujan emas yang membuat warga kaya mendadak terjadi di Kota Gaib Saranjana tiga hari yang lalu. mengakibatkan dinosaurus hidup kembali di tengah kota. Berita ini menjadi viral di media sosial, namun tidak ada konfirmasi resmi.",Invalid
"Tsunami melanda wilayah Sumatra Barat tepatnya di Kecamatan Soreang, Desa Gunungkidul dua hari yang lalu. Pasokan air bersih terganggu di beberapa wilayah. Warga diimbau untuk tetap tenang dan mengikuti arahan dari petugas di lapangan.",Valid
"Angin puting beliung melanda wilayah Bali tepatnya di Kecamatan Pamekasan, Desa Sidomulyo tiga hari yang lalu. Pasokan air bersih terganggu di beberapa wilayah. Bantuan darurat berupa tenda dan makanan mulai didistribusikan ke warga terdampak.",Valid
"Tanah longsor melanda wilayah Banten tepatnya di Kecamatan Serang, Desa Pasirjaya seminggu yang lalu. Sebanyak 167 rumah mengalami kerusakan ringan hingga berat. Tim SAR dikerahkan ke lokasi untuk membantu proses evakuasi warga.",Valid
"Tanah longsor melanda wilayah Lombok tepatnya di Kecamatan Ubud, Desa Pasirjaya pada pukul 08.33 WIB. Pasokan air bersih terganggu di beberapa wilayah. Bantuan darurat berupa tenda dan makanan mulai didistribusikan ke warga terdampak.",Valid
"Banjir bandang melanda wilayah NTB tepatnya di Kecamatan Pesawaran, Desa Sidomulyo pada malam hari kemarin. Kerugian material diperkirakan mencapai Rp 64 miliar. Pemerintah daerah segera menyalurkan bantuan logistik berupa makanan dan selimut.",Valid
"Kekeringan melanda wilayah Bandung tepatnya di Kecamatan Woha, Desa Tegalrejo pada siang hari tadi. Pasokan air bersih terganggu di beberapa wilayah. Hingga saat ini belum ada laporan korban jiwa, namun pendataan masih dilakukan.",Valid
"Gempa bumi dengan kekuatan 3.9 SR melanda wilayah NTB tepatnya di Kecamatan Sukajaya, Desa Gunungkidul saat subuh tadi. Sebanyak 10 desa terisolasi akibat akses jalan yang terputus. Proses evakuasi warga yang terdampak masih berlangsung hingga malam ini.",Valid
